object,original_id,date_created,resource_type,specific_resource_type,specific_type,stream_type,object_content,from_id,from_username,name,content,final_sentiment,from_display_picture,media_link,link,bio,reply_to_original_id,reply_to_user_id,retweet_from_original_id,retweet_from_user_id,mentioned,audience,virality,applause,talk,timezone,location,gender,interest,score,negara,kota,provinsi,lang,userlang,,,,,,,,,,
Telkomsel,'1068811155999612928,01/12/2018 17:16,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@Bariah06885421 Sama-sama. Apabila ada yang ingin ditanyakan seputar produk dan layanan Telkomsel, silakan konfirma… https://t.co/gt9PKkuZTb,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068811155999612928,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068810436009590784,'1058928609295925249,,,"[{""id"":""\\""1058928609295925249\\"""",""name"":""\\""Bariah06885421\\""""}]",1374442,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,,
Telkomsel,'1068810728243519489,01/12/2018 17:15,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@ItSariNona Sama-sama. Untuk meningkatkan mutu pelayanan kami, mohon isi survey kepuasan pelanggan melalui SMS dari… https://t.co/dIJl1lI1Jc,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068810728243519489,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068810192517656576,'781051578253848577,,,"[{""id"":""\\""781051578253848577\\"""",""name"":""\\""ItSariNona\\""""}]",1374442,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,,
Telkomsel,'2111370998917663_2111394642248632,01/12/2018 17:15,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Baik, untuk dibantu pengecekan lebih lanjut, silakan infokan data yang diminta dengan lengkap melalui inbox agar privasi terjaga. Ketika sudah mengirimkan data melalui inbox akan di bantu oleh veronika personal asisten. Pilih Kontak live Agent, kemudian posting nomor HP dua kali agar bisa terhubung dengan kami kembali :) -Mike,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2111370998917663_2111394642248632,,'157697287618387_2111370998917663,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,
Telkomsel,'1068810576556580865,01/12/2018 17:14,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@ichaaii  Hai, Mbak Icha. Terkait status kartu akan saya bantu jawab via DM agar privasi terjaga dan tidak terbatas… https://t.co/rs0dEKw8IN,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068810576556580865,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068809041210568705,'66634547,,,"[{""id"":""\\""66634547\\"""",""name"":""\\""ichaaii\\""""}]",1374442,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,,
Telkomsel,'1068810595795750912,01/12/2018 17:14,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@raicuung  Selamat sore, Mbak Raisha. Mohon maaf atas ketidaknyamanannya. Mengenai kendala sinyal, infokan: 1. Nomo… https://t.co/6sqmyUxG7u,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068810595795750912,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068810152185217024,'59752334,,,"[{""id"":""\\""59752334\\"""",""name"":""\\""raicuung\\""""}]",1374442,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,
Telkomsel,'2111393058915457_2111394448915318,01/12/2018 17:14,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Hai, Mas Diexzel. Mohon maaf atas ketidaknyamanan yang dialami. Mengenai keluhan pulsa tiba-tiba berkurang, silakan infokan data berikut via inbox agar kerahasiaan data terjaga dan dapat dibantu koordinasi ke tim terkait: 1. Nomor HP, 2. Waktu tanggal kejadian, dan 3. Pulsa awal-akhir.  Ketika sudah mengirimkan data via inbox, akan tersambung ke Veronika Personal Assistant. Silakan pilih kontak live agent agar bisa terhubung dengan Officer kembali. Terima kasih :) -Shaby,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2111393058915457_2111394448915318,,'157697287618387_2111393058915457,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,,,,,
Telkomsel,'2111366902251406_2111392825582147,01/12/2018 17:13,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Baik, Mas Pasnuria. Silakan dicoba saran yang diberikan dan infokan hasil yang didapat. Terima kasih :) -Mike,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2111366902251406_2111392825582147,,'157697287618387_2111366902251406,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,,,
Telkomsel,'2111385885582841_2111393192248777,01/12/2018 17:13,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Baik, Mas Virgiawan. Untuk kuota VideoMAX dapat digunakan streaming pada aplikasi CATHCPLAY, HOOQ, Nickelodeon Play, VIU, MAXstream dan TRIBE. Info lengkap paket VideoMAX akses https://www.telkomsel.com/explore/videos/videomax-packages . Terima kasih. -Shaby,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2111385885582841_2111393192248777,,'157697287618387_2111385885582841,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,,,,,
Telkomsel,'1068810042403475456,01/12/2018 17:12,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@SukaBasaBasi Hai, mengenai keluhan sinyal, saat ini untuk lokasi Jakarta tidak ada indikasi gangguan. Silakan info… https://t.co/z0sTLZ3yAp,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068810042403475456,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068807703156256768,'790979353773432832,,,"[{""id"":""\\""790979353773432832\\"""",""name"":""\\""SukaBasaBasi\\""""}]",1374442,1,1,0,,'Indonesia,,"[""technology"",""economy"",""health""]",2,,,,'in,'en,,,,,,,
Telkomsel,'1068810051576446976,01/12/2018 17:12,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@WotaXtreme  Terima kasih telah berpartisipasi. Mohon maaf saat ini kuis tersebut sudah berakhir. Silakan ikuti program lainnya. -Frey,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068810051576446976,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068809932043018240,'866554138238214144,,,"[{""id"":""\\""866554138238214144\\"""",""name"":""\\""WotaXtreme\\""""}]",1374442,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,,,
Telkomsel,'2111383368916426_2111391472248949,01/12/2018 17:12,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Baik, Mas Farhan. Mengenai kuota GamesMAX hanya dapat digunakan ketika sudah berada di dalam game. Untuk akses aplikasi game dibutuhkan kuota regular. Silakan melakukan aktivasi paket flash terlebih dahulu di *363# atau aplikasi MyTelkomsel. Jika masih berkendala infokan kembali. Info lengkap paket Telkomsel cek link di https://www.telkomsel.com/en/telkomsel-internet. -Ario,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2111383368916426_2111391472248949,,'157697287618387_2111383368916426,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,,,
Telkomsel,'1068809818775859201,01/12/2018 17:11,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@indeayeo [1] Mohon maaf untuk ketidaknyamanan yang dialami. Mengenai kendala registrasi, silakan via link DM https://t.co/YVo4kP1gC1,,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068809818775859201,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068809071279538176,'805025154468179968,,,"[{""id"":""\\""805025154468179968\\"""",""name"":""\\""indeayeo\\""""}]",1374442,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,
Telkomsel,'1068809825558048769,01/12/2018 17:11,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@indeayeo [2] nomor, tipe HP dan keterangan gagal didapat agar dibantu pengecekan lebih lanjut serta menjaga privas… https://t.co/my0HdbvKqi,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068809825558048769,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068809071279538176,'805025154468179968,,,"[{""id"":""\\""805025154468179968\\"""",""name"":""\\""indeayeo\\""""}]",1374442,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,,
Telkomsel,'2111387688915994_2111391285582301,01/12/2018 17:11,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Selamat sore, Mbak Mawar. Mohon maaf atas ketidaknyamanan yang dialami. Mengenai keluhan tidak bisa aktivasi paket Flash, silakan coba restart HP terlebih dahulu dan menggunakan mode jaringan 3G atau WCDMA only. Jika masih sama, infokan data berikut via inbox agar privasi terjaga: 1. Nomor, 2. Capture gagal, 3. Lokasi detail, 4. Tipe HP, 5. Paket yang diaktifkan, 6. Keluhan sejak kapan.  Ketika sudah mengirimkan data melalui inbox akan di bantu oleh veronika personal asisten. Pilih Kontak live Agent, kemudian posting nomor HP dua kali agar bisa terhubung dengan kami kembali :) -Mike,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2111387688915994_2111391285582301,,'157697287618387_2111387688915994,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,
Telkomsel,'2111383368916426_2111390268915736,01/12/2018 17:10,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Baik, Mas Farhan. Akses GamesMAX tetap harus menggunakan kuota Flash reguler karena pada saat loading, update in game, log in ke aplikasi yang terdaftar menggunakan kuota Flash reguler dan pada saat memainkan Games menggunakan kuota GamesMAX, disarankan aktivasi paket di *363# atau melalui aplikasi MyTelkomsel dan coba akses kembali. Info lengkap paket internet akses https://www.telkomsel.com/telkomsel-internet . Terima kasih. -Shaby,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2111383368916426_2111390268915736,,'157697287618387_2111383368916426,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,
Telkomsel,'1068809264104263680,01/12/2018 17:09,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@royanArizqi [1] Sore, Mas Royan. Maaf atas ketidaknyamanan yang dialami. Terkait tidak bisa melakukan panggilan ke… https://t.co/VZEI9gKlwE,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068809264104263680,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068807802179600389,'192442330,,,"[{""id"":""\\""192442330\\"""",""name"":""\\""royanArizqi\\""""}]",1374442,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,,
Telkomsel,'1068809315677421568,01/12/2018 17:09,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@royanArizqi [2] https://t.co/TQOtR8EsXb,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068809315677421568,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068807802179600389,'192442330,,,"[{""id"":""\\""192442330\\"""",""name"":""\\""royanArizqi\\""""}]",1374442,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'und,'en,,,,,,,,,
Telkomsel,'1068809189563150341,01/12/2018 17:09,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@zhafirahanina Terima kasih untuk data yang diberikan, berkenan menunggu hasil pengecekan dan interaksi selanjutnya… https://t.co/fQuk4JHL5j,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068809189563150341,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068808557053665282,'1014849958841683969,,,"[{""id"":""\\""1014849958841683969\\"""",""name"":""\\""zhafirahanina\\""""}]",1374442,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,,
Telkomsel,'2111387672249329_2111388882249208,01/12/2018 17:09,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Hai, Mas Septian. Mohon maaf atas ketidaknyamanan yang dialami. Mengenai keluhan tidak bisa aktivasi paket darurat, paket darurat hanya dapat di aktivasi jika sudah menerima SMS penawaran dari Telkomsel. Paket Darurat akan diberikan kepada pelanggan yang memenuhi syarat dan mengalami kondisi sebagai berikut: 1. Gagal melakukan telepon atau mengirim SMS karena pulsa habis, 2. Kehabisan pulsa saat menggunakan data/internet, 3. Gagal melakukan aktivasi layanan karena pulsa habis, 4. Kondisi gagal transaksi lainnya yang disebabkan pulsa habis. Info lengkap paket darurat https://www.telkomsel.com/vas/paket-darurat . Apakah sudah cukup jelas informasi yang saya berikan? -Shaby,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2111387672249329_2111388882249208,,'157697287618387_2111387672249329,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,,,,,
Telkomsel,'2111385885582841_2111389048915858,01/12/2018 17:09,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Waalaikumsalam. Selamat sore, Mas Virgiawan. Ada yang bisa dibantu seputar produk Telkomsel? -Ario,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2111385885582841_2111389048915858,,'157697287618387_2111385885582841,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,,,
Telkomsel,'1068809082977435648,01/12/2018 17:08,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@Bariah06885421  Baik, untuk cek pemenang pengundian Pesta Akhir Tahun 2018 pada periode 1 dapat dilihat melalui Ti… https://t.co/8wyKvziopP,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068809082977435648,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068806899410161664,'1058928609295925249,,,"[{""id"":""\\""1058928609295925249\\"""",""name"":""\\""Bariah06885421\\""""}]",1374442,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,,
Telkomsel,'2111366902251406_2111387222249374,01/12/2018 17:07,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Baik, Mas Pasnuria. Terima kasih atas data yang diberikan. Untuk akses internet minimal memiliki sisa pulsa Rp50. Disarankan untuk melakukan pengisian pulsa dulu, restart HP lalu mencoba kembali akses internet. Sebagai tambahan informasi, ketika sudah melakukan pengisian pulsa, pastikan saat mengakses internet dilokasi aktivasi paket agar tidak terpotong pulsa. Terima kasih. -Ario,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2111366902251406_2111387222249374,,'157697287618387_2111366902251406,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,
Telkomsel,'2111370998917663_2111387925582637,01/12/2018 17:07,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Mohon maaf atas ketidaknyamanan yang dialami. Mengenai keluhan aktivasi paket berhasil layanan tidak didapatkan, silakan infokan data berikut via inbox agar kerahasiaan data terjaga dan dapat dibantu koordinasi ke tim terkait: 1. Nomor HP, 2. Waktu tanggal kejadian,  3. Lokasi detail, dan 4. Capture keterangan berhasil aktivasi paket. Ketika sudah mengirimkan data via inbox, akan tersambung ke Veronika Personal Assistant. Silakan pilih kontak live agent agar bisa terhubung dengan Officer kembali. Terima kasih :) -Shaby,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2111370998917663_2111387925582637,,'157697287618387_2111370998917663,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,,,,,
Telkomsel,'2111362628918500_2111387352249361,01/12/2018 17:07,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Terima kasih telah menunggu. Saya cek nomor 085314442xxx pada tanggal 01 Desember 2018 terdapat isi ulang saldo TCASH dengan nominal Rp400.000. Untuk dibantu koordinasikan ke tim terkait, silakan infokan data berikut via inbox agar privasi terjaga: 1. Nominal isi ulang pulsa terakhir, 2. Tanggal isi ulang pulsa terakhir, 3. Capture berhasil isi saldo TCASH, 4. Capture bukti pemotongan saldo rekening.  Ketika sudah mengirimkan data melalui inbox akan di bantu oleh veronika personal asisten. Pilih Kontak live Agent, kemudian posting nomor HP dua kali agar bisa terhubung dengan kami kembali :) -Mike,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2111362628918500_2111387352249361,,'157697287618387_2111362628918500,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,,,,,
Telkomsel,'2111346588920104_2111386985582731,01/12/2018 17:06,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Baik, Mas Ariel. Terima kasih untuk data yang diberikan, saya bantu cek terlebih dahulu. Silakan ditunggu konfirmasi selanjutnya :) -Dewa,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2111346588920104_2111386985582731,,'157697287618387_2111346588920104,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,,
Telkomsel,'1068808380850958336,01/12/2018 17:05,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@yocta_nr Sore, Mas Yocta. Mengenai informasi paket tersebut, apakah nomor 081234530xxx? infokan juga lokasi detail… https://t.co/ZkapKUypiz,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068808380850958336,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068807532817276928,'68348997,,,"[{""id"":""\\""68348997\\"""",""name"":""\\""yocta_nr\\""""}]",1374442,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,
Telkomsel,'2111383368916426_2111385858916177,01/12/2018 17:05,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Hai, Mas Farhan. Mohon maaf atas ketidaknyamanan yang dialami. Mengenai keluhan kuota GamesMAX tidak bisa digunakan, silakan restart HP dan pastikan memiliki kuota Flash reguler agar kuota GamesMAX dapat digunakan. Jika masih berkendala, silakan infokan data berikut via inbox agar kerahasiaan data terjaga dan dapat dibantu koordinasi ke tim terkait: 1. Nomor HP, 2. Waktu tanggal kejadian, dan 3. Lokasi detail. Ketika sudah mengirimkan data via inbox, akan tersambung ke Veronika Personal Assistant. Silakan pilih kontak live agent agar bisa terhubung dengan Officer kembali. Terima kasih :) -Shaby,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2111383368916426_2111385858916177,,'157697287618387_2111383368916426,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,,,,
