object,original_id,date_created,resource_type,specific_resource_type,specific_type,stream_type,object_content,from_id,from_username,name,content,final_sentiment,from_display_picture,media_link,link,bio,reply_to_original_id,reply_to_user_id,retweet_from_original_id,retweet_from_user_id,mentioned,audience,virality,applause,talk,timezone,location,gender,interest,score,negara,kota,provinsi,lang,userlang,,,,,,,,,,,,,
Ridwan Kamil,'1292108484274303_984858368374140,20/01/2019 8:01,'social_media,'facebook,'comment,'account,'163237587161404,,,,'Mantap kang  jilat terus..,2,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1292108484274303_984858368374140,,'163237587161404_1292108484274303,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,
Ridwan Kamil,'1292108484274303_571045473307929,20/01/2019 11:20,'social_media,'facebook,'comment,'account,'163237587161404,,,,'Mantap Kang. Abretkeun...,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1292108484274303_571045473307929,,'163237587161404_1292108484274303,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Ridwan Kamil,'1292114634273688_794441770897155,20/01/2019 12:31,'social_media,'facebook,'comment,'account,'163237587161404,,,,'Mantap kang. 😀😀😀😀,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1292114634273688_794441770897155,,'163237587161404_1292114634273688,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Ridwan Kamil,'1293155694169582_1293224527496032,20/01/2019 22:03,'social_media,'facebook,'comment,'account,'163237587161404,,,,'Mantap Kang...,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1293155694169582_1293224527496032,,'163237587161404_1293155694169582,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
'bandung,'1086962834984988673,20/01/2019 19:25,'social_media,'twitter,'status,'keyword,'bandung,'1081617435638157312,'RohmanGerung,'Shippo,'Mantap Kpop garuda 105 5 fm bandung,2,2,'http://pbs.twimg.com/profile_images/1085949532393721856/qFjHDQtI_normal.jpg,[],'https://twitter.com/statuses/1086962834984988673,,,,,,[],10,0,0,0,,,,,[],0,,,,'in,'id,,,,,,,,,,,
Ridwan Kamil,'1292108484274303_2227797117265562,20/01/2019 9:31,'social_media,'facebook,'comment,'account,'163237587161404,,,,'Mantap lah Jabar Juara mah ☺😎�?,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1292108484274303_2227797117265562,,'163237587161404_1292108484274303,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Ridwan Kamil,'1293155694169582_1293186107499874,20/01/2019 21:14,'social_media,'facebook,'comment,'account,'163237587161404,,,,'Mantap lalajo nu baku hantam,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1293155694169582_1293186107499874,,'163237587161404_1293155694169582,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Ridwan Kamil,'1292114634273688_2579608265599163,20/01/2019 11:14,'social_media,'facebook,'comment,'account,'163237587161404,,,,'Mantap liat komen2 80% untuk capres 02 pas bgt,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1292114634273688_2579608265599163,,'163237587161404_1292114634273688,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Ridwan Kamil,'1293155694169582_1293178690833949,20/01/2019 21:04,'social_media,'facebook,'comment,'account,'163237587161404,,,,'Mantap mang yu ah nobar🤣🤣🤣,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1293155694169582_1293178690833949,,'163237587161404_1293155694169582,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Ridwan Kamil,'1292114634273688_1819487411494831,20/01/2019 17:32,'social_media,'facebook,'comment,'account,'163237587161404,,,,'Mantap mantap 😂,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1292114634273688_1819487411494831,,'163237587161404_1292114634273688,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Ridwan Kamil,'1292114634273688_612251382538847,20/01/2019 6:21,'social_media,'facebook,'comment,'account,'163237587161404,,,,'Mantap pak RK  untuk pilpres sy pilih 2 PAS,2,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1292114634273688_612251382538847,,'163237587161404_1292114634273688,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,
Ridwan Kamil,'1292108484274303_2482642461806332,20/01/2019 16:34,'social_media,'facebook,'comment,'account,'163237587161404,,,,'Mantap pak segera laksanakan biar ngabret kalo pulang ke Garut .. tapi tetep pak pilihan sy no 2 yah pa.. 👆👆👆👆,2,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1292108484274303_2482642461806332,,'163237587161404_1292108484274303,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,
Ridwan Kamil,'1292108484274303_1901295066666011,20/01/2019 13:55,'social_media,'facebook,'comment,'account,'163237587161404,,,,'Mantap Pak  yang ngoceh biarin,2,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1292108484274303_1901295066666011,,'163237587161404_1292108484274303,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,
Ridwan Kamil,'1292114634273688_612264605870858,20/01/2019 7:11,'social_media,'facebook,'comment,'account,'163237587161404,,,,'Mantap pak.. Pilih pemimpin yang optimis jangan yg pesimis.. Gawat nanti 2030 Indonesia Bubar,2,,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1292114634273688_612264605870858,,'163237587161404_1292114634273688,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,
Ridwan Kamil,'1292114634273688_228938421322086,20/01/2019 4:56,'social_media,'facebook,'comment,'account,'163237587161404,,,,'Mantap pas,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1292114634273688_228938421322086,,'163237587161404_1292114634273688,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Ridwan Kamil,'1293155694169582_307058123256120,20/01/2019 22:35,'social_media,'facebook,'comment,'account,'163237587161404,,,,'Mantap photographer nya �?,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1293155694169582_307058123256120,,'163237587161404_1293155694169582,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Ridwan Kamil,'1292108484274303_2320815168151757,20/01/2019 6:20,'social_media,'facebook,'comment,'account,'163237587161404,,,,'Mantap rakyat jabar cerdas,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1292108484274303_2320815168151757,,'163237587161404_1292108484274303,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Ridwan Kamil,'1292114634273688_506767609846308,20/01/2019 1:02,'social_media,'facebook,'comment,'account,'163237587161404,,,,'Mantap sekali JAENUDIN NACIRO potongan rambutnya. Wkwk,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1292114634273688_506767609846308,,'163237587161404_1292114634273688,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Ridwan Kamil,'1292108484274303_2437632286250198,20/01/2019 8:55,'social_media,'facebook,'comment,'account,'163237587161404,,,,'Mantap teh jaskia mamprang,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1292108484274303_2437632286250198,,'163237587161404_1292108484274303,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Ridwan Kamil,'1292114634273688_1219287831554324,20/01/2019 13:16,'social_media,'facebook,'comment,'account,'163237587161404,,,,'Mantap tukang cukur na. Awas pitak mang🤣🤣🤣🤣 bisi di baledogan ku cebi,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1292114634273688_1219287831554324,,'163237587161404_1292114634273688,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Ridwan Kamil,'1292108484274303_734622693589153,20/01/2019 5:51,'social_media,'facebook,'comment,'account,'163237587161404,,,,'mantap!,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1292108484274303_734622693589153,,'163237587161404_1292108484274303,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Ridwan Kamil,'1292108484274303_355206178634501,20/01/2019 9:51,'social_media,'facebook,'comment,'account,'163237587161404,,,,'Mantap  lanjutkan pakde,2,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1292108484274303_355206178634501,,'163237587161404_1292108484274303,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,
Ridwan Kamil,'1292108484274303_2240607582881161,20/01/2019 7:20,'social_media,'facebook,'comment,'account,'163237587161404,,,,'Mantap,2,,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1292108484274303_2240607582881161,,'163237587161404_1292108484274303,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,
Ridwan Kamil,'1292108484274303_734638750254214,20/01/2019 6:28,'social_media,'facebook,'comment,'account,'163237587161404,,,,'Mantap. Lanjutkan terus program2nya kang. Abaikan yg Sirik tanda tak mampu..hahaha,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1292108484274303_734638750254214,,'163237587161404_1292108484274303,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Ridwan Kamil,'1292114634273688_2295068580707569,20/01/2019 6:07,'social_media,'facebook,'comment,'account,'163237587161404,,,,'Mantap. Terima kasih pak Gubernur. Semoga jabar juara ka hiji. Jabar ngabret euy.,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1292114634273688_2295068580707569,,'163237587161404_1292114634273688,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Ridwan Kamil,'1292114634273688_693800877688594,20/01/2019 12:20,'social_media,'facebook,'comment,'account,'163237587161404,,,,'Mantap.. Sebagai gubernur akang terus berupaya untuk membangun jawa barat.. Dan tentu sinergi antara pemerintah daerah dan pusat harus terus dijaga,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1292114634273688_693800877688594,,'163237587161404_1292114634273688,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Ridwan Kamil,'1293155694169582_307058293256103,20/01/2019 22:36,'social_media,'facebook,'comment,'account,'163237587161404,,,,'Mantap..kerja nyata...,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1293155694169582_307058293256103,,'163237587161404_1293155694169582,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Ridwan Kamil,'1292108484274303_301291693857201,20/01/2019 23:09,'social_media,'facebook,'comment,'account,'163237587161404,,,,'Mantapp.. Palabuhanratu-bogor pak perlu tol,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1292108484274303_301291693857201,,'163237587161404_1292108484274303,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Ridwan Kamil,'1292114634273688_386675232106609,20/01/2019 9:03,'social_media,'facebook,'comment,'account,'163237587161404,,,,'Mantappp �?�?�?✌�?✌�?,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1292114634273688_386675232106609,,'163237587161404_1292114634273688,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Ridwan Kamil,'1292114634273688_403727073532285,20/01/2019 8:57,'social_media,'facebook,'comment,'account,'163237587161404,,,,'mantappp kang RK...INGAINGA TINGGG NO 01...ehhh ..,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1292114634273688_403727073532285,,'163237587161404_1292114634273688,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Ridwan Kamil,'1292114634273688_612233795873939,20/01/2019 5:19,'social_media,'facebook,'comment,'account,'163237587161404,,,,'Mantappppp pak gubernurrr,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1292114634273688_612233795873939,,'163237587161404_1292114634273688,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Ridwan Kamil,'1292114634273688_343123949869881,20/01/2019 21:11,'social_media,'facebook,'comment,'account,'163237587161404,,,,'Mantul,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1292114634273688_343123949869881,,'163237587161404_1292114634273688,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Ridwan Kamil,'1293155694169582_1293162710835547,20/01/2019 20:43,'social_media,'facebook,'comment,'account,'163237587161404,,,,'mantul,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1293155694169582_1293162710835547,,'163237587161404_1293155694169582,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Ridwan Kamil,'1292108484274303_2376392972589041,20/01/2019 15:21,'social_media,'facebook,'comment,'account,'163237587161404,,,,'Mantul,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1292108484274303_2376392972589041,,'163237587161404_1292108484274303,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Ridwan Kamil,'1292108484274303_2125876814137761,20/01/2019 9:25,'social_media,'facebook,'comment,'account,'163237587161404,,,,'Mantul,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1292108484274303_2125876814137761,,'163237587161404_1292108484274303,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Ridwan Kamil,'1292114634273688_422528741824523,20/01/2019 5:51,'social_media,'facebook,'comment,'account,'163237587161404,,,,'Mantul,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1292114634273688_422528741824523,,'163237587161404_1292114634273688,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
ridwankamil,'1086878810333532162,20/01/2019 13:51,'social_media,'twitter,'status,'account,'80323736,'329577884,'brammanto,'bram,"'MANTUL : ""Mantab Betul"" analisa dr pak @ridwankamil , semoga kaum KAMPRET cepat sadar, cepat insaf, dan kembali kej… https://t.co/hurdheLBVd",2,'http://pbs.twimg.com/profile_images/2773992855/a9813b1aa540f36fcb49e8ef92399923_normal.jpeg,[],'https://twitter.com/statuses/1086878810333532162,,,,,,"[{""id"":""\\""80323736\\"""",""name"":""\\""ridwankamil\\""""}]",187,0,0,0,,,,,[],0,,,,'in,'en,,,,,,,,,,,,
Ridwan Kamil,'1292114634273688_604842079947403,20/01/2019 0:15,'social_media,'facebook,'comment,'account,'163237587161404,,,,'Mantul 02,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1292114634273688_604842079947403,,'163237587161404_1292114634273688,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Ridwan Kamil,'1292108484274303_1117932945043536,20/01/2019 0:39,'social_media,'facebook,'comment,'account,'163237587161404,,,,'Mantul ceu�?�?�?,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1292108484274303_1117932945043536,,'163237587161404_1292108484274303,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Ridwan Kamil,'1292114634273688_366417664156549,20/01/2019 0:53,'social_media,'facebook,'comment,'account,'163237587161404,,,,'Mantul coblos no 1,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1292114634273688_366417664156549,,'163237587161404_1292114634273688,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Ridwan Kamil,'1293155694169582_424828598257604,20/01/2019 23:21,'social_media,'facebook,'comment,'account,'163237587161404,,,,'Mantul goodbener idola,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1293155694169582_424828598257604,,'163237587161404_1293155694169582,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Ridwan Kamil,'1292108484274303_140255820317607,20/01/2019 6:00,'social_media,'facebook,'comment,'account,'163237587161404,,,,'MANTUL kang,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1292108484274303_140255820317607,,'163237587161404_1292108484274303,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Ridwan Kamil,'1292108484274303_364673017415290,20/01/2019 0:40,'social_media,'facebook,'comment,'account,'163237587161404,,,,'Mantul kang�?�?�?,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1292108484274303_364673017415290,,'163237587161404_1292108484274303,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Ridwan Kamil,'1292114634273688_674324779631854,20/01/2019 1:13,'social_media,'facebook,'comment,'account,'163237587161404,,,,'Mantul no 1,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1292114634273688_674324779631854,,'163237587161404_1292114634273688,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Ridwan Kamil,'1292108484274303_407645063113052,20/01/2019 19:25,'social_media,'facebook,'comment,'account,'163237587161404,,,,'Mantul pa 😀😀�?😅,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1292108484274303_407645063113052,,'163237587161404_1292108484274303,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Ridwan Kamil,'1292114634273688_2012276348868898,20/01/2019 2:54,'social_media,'facebook,'comment,'account,'163237587161404,,,,'Mantul Pak,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1292114634273688_2012276348868898,,'163237587161404_1292114634273688,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Ridwan Kamil,'1292114634273688_311630992819914,20/01/2019 13:21,'social_media,'facebook,'comment,'account,'163237587161404,,,,'mantul pak ridwan...lanjutkan...saya orang sumut mendukung sepenuhnya rencana kerja ini.,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1292114634273688_311630992819914,,'163237587161404_1292114634273688,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Ridwan Kamil,'1292108484274303_771240119897849,20/01/2019 13:56,'social_media,'facebook,'comment,'account,'163237587161404,,,,'Mantul pak RK.. HATUR NHUN PA GUBERNUR JABAR..,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1292108484274303_771240119897849,,'163237587161404_1292108484274303,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Ridwan Kamil,'1292108484274303_131317457901471,20/01/2019 14:29,'social_media,'facebook,'comment,'account,'163237587161404,,,,'Mantul 'pak  betuk pisan.,2,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1292108484274303_131317457901471,,'163237587161404_1292108484274303,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,
Ridwan Kamil,'1292114634273688_581101995696893,20/01/2019 0:15,'social_media,'facebook,'comment,'account,'163237587161404,,,,'Mantul pas 02,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1292114634273688_581101995696893,,'163237587161404_1292114634273688,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Ridwan Kamil,'1292114634273688_1968602659861168,20/01/2019 1:09,'social_media,'facebook,'comment,'account,'163237587161404,,,,'Mantul pilih no 1,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1292114634273688_1968602659861168,,'163237587161404_1292114634273688,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Ridwan Kamil,'1292114634273688_334952677127438,20/01/2019 1:04,'social_media,'facebook,'comment,'account,'163237587161404,,,,'Mantul pilih no 1 dukung ulama,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1292114634273688_334952677127438,,'163237587161404_1292114634273688,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Ridwan Kamil,'1292114634273688_506769889846080,20/01/2019 1:09,'social_media,'facebook,'comment,'account,'163237587161404,,,,'Mantul pilih no 1 luruskan fitnah indonesia maju bersama rakyat yg ga suka memfitnah,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1292114634273688_506769889846080,,'163237587161404_1292114634273688,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Ridwan Kamil,'1292108484274303_2284464045122197,20/01/2019 22:09,'social_media,'facebook,'comment,'account,'163237587161404,,,,'Mantul pisan Kang  keun nu sok asal ngritik mah...mudah2an lancar sampe beres.  Nu ukur komplen istilah hadiah,2, mun aya nu korupsi malah ngabeten, dibere pemimpin amanah ngadon maido.  Tinggal awasi weh, mun aya nu kaluar jalur laporkeun bareng2...,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1292108484274303_2284464045122197,,'163237587161404_1292108484274303,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,
