object,original_id,date_created,resource_type,specific_resource_type,specific_type,stream_type,object_content,from_id,from_username,name,content,final_sentiment,from_display_picture,media_link,link,bio,reply_to_original_id,reply_to_user_id,retweet_from_original_id,retweet_from_user_id,mentioned,audience,virality,applause,talk,timezone,location,gender,interest,score,negara,kota,provinsi,lang,userlang,,,,,,,,,,,,,,,,,,
'tri,'1068741648509628416,01/12/2018 12:40,'social_media,'twitter,'status,'keyword,'tri,'921036853708390401,'Tri_Andani_s,'Nanda,'@CaddiMrs @MeoYustinus @Ferdinand_Haean Kalau tol itu buat orang kaya bong orng mnengah ke bawah ma ya lwat jalur umum. Belum biaya makan dan bbm,1, bisa lebih dari rp 1juta, klo truk tollfee bisa 2 atau 3x lipat.  https://t.co/MGRe5s85zX,1,'http://pbs.twimg.com/profile_images/1019836294552154113/-tmi6HCn_normal.jpg,"[""http://pbs.twimg.com/media/DtI1HIZUwAEIwi_.jpg""]",'https://twitter.com/statuses/1068741648509628416,,'1068738312658083840,'1063610011593527297,,,"[{""id"":""\\""1063610011593527297\\"""",""name"":""\\""CaddiMrs\\""""},{""id"":""\\""3089669830\\"""",""name"":""\\""MeoYustinus\\""""},{""id"":""\\""1006771503956979712\\"""",""name"":""\\""Ferdinand_Haean\\""""}]",14,0,0,0,,,'male,[],0,,,,'in,'id,,,,,,,,,,,,,,,
IM3 Ooredoo,'10157005560462948_10157007541672948,01/12/2018 12:42,'social_media,'facebook,'comment,'account,'39935792947,'445500752300568,'Ade Setiawan,'Ade Setiawan,'paket BUND UNLIMITED7 saya kenapa udah tidak aktif sedangkan berlaku sampai 18/12/2018 15:20. dan kuota saya pun masih 3,1,9GB an.. kenapa kemarin tanggal 30 sudah tidak ada dan saya cek kamu tidak terdaftar di Pkt Internet mohon kejelasan tersebut, dan kembalikan kuota saya lagi , juga masih ada 1620 menit telfon, 23 sms, dan semua bukan saatnya di ambil.. atau dinonaktifkan, jangan komen DM kami di twitter, liat udah berapa banyak DM yang saya kirim dantidak pernah ada repond!!!,1,'https://graph.facebook.com/445500752300568/picture,[],'https://facebook.com/10157005560462948_10157007541672948,,'39935792947_10157005560462948,'39935792947,,,[],0,0,0,0,,,'male,[],0,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068743347349540865,01/12/2018 12:47,'social_media,'twitter,'status,'account,'548904824,'1043806182970863616,'Zumalalina,'Lin,'@IndosatCare Sama aja min. Masih lelet 😑,1,'http://pbs.twimg.com/profile_images/1043807996260876288/6rfiLViW_normal.jpg,[],'https://twitter.com/statuses/1068743347349540865,'وهو معكم أين ما كنتم,'1068555569542377472,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",5,0,0,0,,'Demak, Jawa Tengah,,[],0,'Indonesia,'Demak,'Jawa Tengah,'in,'id,,,,,,,,,,,,,,,,,
'xl,'1068743592276123648,01/12/2018 12:48,'social_media,'twitter,'status,'keyword,'xl,'965993073175093248,'hdd_world,'Hdd World,'Dell Latitude E5420 Laptop HDMI,1, Intel Core i3 2.1GHz, 4GB DDR3, 160GB SATA HDD, DVDRW, Windows 10 Home 64bit w/ R… https://t.co/hECFK8XLMB,1,'http://pbs.twimg.com/profile_images/965993842276106240/X9D2tRhb_normal.jpg,[],'https://twitter.com/statuses/1068743592276123648,,,,,,[],6,0,0,0,,,,[],0,,,,'en,'pt,,,,,,,,,,,,
'indosat,'1068744983409156096,01/12/2018 12:53,'social_media,'twitter,'status,'keyword,'indosat,'813189210249121792,'massubkh,'M.Subkhan,'@askmenfess Kalo indosat,1, ganti ke 2G atau ke 3G dulu, baru beli paket via dial *123#,1,'http://pbs.twimg.com/profile_images/1058715325070368768/3BY1ShML_normal.jpg,[],'https://twitter.com/statuses/1068744983409156096,'Gua mau bikin bio nih, tapi gak jadi.,'1068741549377220609,'810423824034299904,,,"[{""id"":""\\""810423824034299904\\"""",""name"":""\\""askmenfess\\""""}]",116,0,0,0,,,,[],0,,,,'in,'id,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068746978073337856,01/12/2018 13:01,'social_media,'twitter,'status,'account,'548904824,'49285223,'Aditya_Prasetya,'Aditya Prasetya,"'@IndosatCare siang min.. mau tanya saya pakai paket perpanjangan ""Only for u"" sebelumnya paket 3 bln berturut2 35ri… https://t.co/pZ7OmIuC8b",1,'http://pbs.twimg.com/profile_images/1066340807232258048/e1LaWvqc_normal.jpg,[],'https://twitter.com/statuses/1068746978073337856,'•IPB' | •19 Jan | •Cat Lover | •Blood AB,,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",869,0,0,0,,'Jakarta,'male,"[""pets"",""education""]",0,,,,'in,'id,,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068748507551477760,01/12/2018 13:07,'social_media,'twitter,'status,'account,'548904824,'255027365,'FitriRahma,'Fitri Rahmawati,'@IndosatCare min  sudah seminggu ini setiap hari selalu gangguan jaringan internet. Tidak bisa akses apapun. Sekeda… https://t.co/DIGg224rFh,1,1,'http://pbs.twimg.com/profile_images/1046365137571995649/6qtNCrTP_normal.jpg,[],'https://twitter.com/statuses/1068748507551477760,'ig: fitrirmwt✌,,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",650,0,0,0,,,'female,[],0,,,,'in,'id,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068750405771784192,01/12/2018 13:15,'social_media,'twitter,'status,'account,'548904824,'448670671,'martinasmtpg,'Martinaswift,'@IndosatCare seneng banget sih nyedot pulsa customer😤. Padahal gua ngenet pake WiFi mobile data dimatiin,1, tiba tib… https://t.co/77oT1e5c3u,1,'http://pbs.twimg.com/profile_images/1050400638553677824/_DdmVKmG_normal.jpg,[],'https://twitter.com/statuses/1068750405771784192,'Look at my header! ),,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",430,0,0,0,,'Karawang, West Java, Indonesia,,"[""game""]",0,'Indonesia,'Karawang,'Jawa Barat,'in,'en,,,,,,,,,,,,,,
IM3 Ooredoo,'10157005560462948_10157007590082948,01/12/2018 13:27,'social_media,'facebook,'comment,'account,'39935792947,,,,'DARI KEMARIN JAM 2AN SINYAL TIBA² BUSUK BANGET. SINYAL 4G PENUH TAPI GAK BISA BUKA LITE WA AJA CUMA JAM GAK TERKIRIM. KALO ADA TROBLE TOLONG SEGERA DIPERBAIKI LAH JANGAN DIBIARIN.  JANGAN SURUH DM / LAPOR KE WEBSITE. JARINGAN AJA GAK BISA BUAT APA².,1,1,'https://graph.facebook.com//picture,[],'https://facebook.com/10157005560462948_10157007590082948,,'39935792947_10157005560462948,'39935792947,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068754759329312768,01/12/2018 13:32,'social_media,'twitter,'status,'account,'548904824,'1058357817915072513,'Meli82728405,'Meli,'@IndosatCare Selamat siang Untuk paket freedom combo xxl limit FUPnya berapa ya? Kok aku baru beli udah lemot aja.,1,'http://pbs.twimg.com/profile_images/1068753684928950272/8OI0YSHr_normal.jpg,[],'https://twitter.com/statuses/1068754759329312768,':),,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",0,0,0,0,,,'female,[],0,,,,'in,'en,,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068754977877766145,01/12/2018 13:33,'social_media,'twitter,'status,'account,'548904824,'946647901765230593,'aldeathabaran,'aldeatha,'@IndosatCare @IndosatCare Respon dong min dm saya masa saya harus keluar cari sinyal.,1,1,'http://pbs.twimg.com/profile_images/946776802155884544/ZP2XYRTY_normal.jpg,[],'https://twitter.com/statuses/1068754977877766145,,'1068500512524390400,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""},{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",6,0,0,0,,,,[],0,,,,'in,'en,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068756444986523648,01/12/2018 13:39,'social_media,'twitter,'status,'account,'548904824,'760659186,'NeiliaKamal,'Neilia Kamal,'@amri_luqman @IndosatCare Ganti provider dong!,1,'http://pbs.twimg.com/profile_images/932783665657954305/lkWKNMIy_normal.jpg,[],'https://twitter.com/statuses/1068756444986523648,'�?��?��?�,'1068752635048603648,'1938363780,,,"[{""id"":""\\""1938363780\\"""",""name"":""\\""amri_luqman\\""""},{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",152,0,0,0,,'Indonesia,'male,[],0,,,,'in,'id,,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068756815880441856,01/12/2018 13:40,'social_media,'twitter,'status,'account,'548904824,'588937854,'ArifMuhammad182,'muhammad arif,'@IndosatCare layanan game spade kok muncul lg min katanya sdh distop...nyedot pulsa,1, pdhl g daftar, tlg bantuannya… https://t.co/jHZxKzHDWK,1,'http://pbs.twimg.com/profile_images/907587902997110785/duXzMKrm_normal.jpg,[],'https://twitter.com/statuses/1068756815880441856,'berhijrah dari kegelapan selangkah demi selangkah,,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",15,0,0,0,,'Yogyakarta,'male,"[""politic"",""education""]",0,'Indonesia,'Yogyakarta,'DI Yogyakarta,'in,'id,,,,,,,,,,,,,,,
myXL,'1068758018802642944,01/12/2018 13:45,'social_media,'twitter,'status,'account,'82552414,'3253266487,'Elina_Vay,'#GustiOraSare,'@firlyxx @Fahrihamzah @myXL @myXLCare @PartaiSocmed Iya... waktu itu aku komplen XL terus replynya spt itu,1, terus jadi bahan candaan ke aku 😊,1,'http://pbs.twimg.com/profile_images/1068524981368217600/hYm6rf2U_normal.jpg,[],'https://twitter.com/statuses/1068758018802642944,'�?��? The only time you should ever look back, is to see how far you've come �?�,'1068757423219912704,'2328132680,,,"[{""id"":""\\""2328132680\\"""",""name"":""\\""firlyxx\\""""},{""id"":""\\""120968478\\"""",""name"":""\\""Fahrihamzah\\""""},{""id"":""\\""82552414\\"""",""name"":""\\""myXL\\""""},{""id"":""\\""480224156\\"""",""name"":""\\""myXLCare\\""""},{""id"":""\\""869327120\\"""",""name"":""\\""PartaiSocmed\\""""}]",3687,0,0,0,,,,[],0,,,,'in,'en,,,,,,,,,,,,,,,
IM3 Ooredoo,'10157005560462948_10157007613442948,01/12/2018 13:46,'social_media,'facebook,'comment,'account,'39935792947,,,,'Gimana mau DM / buka website sinyal aja cuma buat pajangan.,1,1,'https://graph.facebook.com//picture,[],'https://facebook.com/10157005560462948_10157007613442948,,'39935792947_10157005560462948,'39935792947,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,,,,,,,,,,,
myXL Care,'1068758411863420929,01/12/2018 13:47,'social_media,'twitter,'status,'account,'480224156,'2328132680,'firlyxx,'Bermuda,'@myXLCare mbak elin @Elina_Vay ini si maya XL robot atau bukan *serius nanya,1,'http://pbs.twimg.com/profile_images/1035905380323225600/U51T207W_normal.jpg,[],'https://twitter.com/statuses/1068758411863420929,'Saya Indonesia 🇮🇩 | Saya Pancasila �?�  | #GGMU,'1068758065279754240,'480224156,,,"[{""id"":""\\""480224156\\"""",""name"":""\\""myXLCare\\""""},{""id"":""\\""3253266487\\"""",""name"":""\\""Elina_Vay\\""""}]",902,0,0,0,,,,"[""politic"",""health""]",0,,,,'in,'en,,,,,,,,,,,,,,,,,,
IM3 Ooredoo,'10157007555107948_10157007622237948,01/12/2018 13:55,'social_media,'facebook,'comment,'account,'39935792947,,,,'amat sangat super duper lemot . 2 bulan DM ga di respon. haha.,1,'https://graph.facebook.com//picture,[],'https://facebook.com/10157007555107948_10157007622237948,,'39935792947_10157007555107948,'39935792947,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068760981734490112,01/12/2018 13:57,'social_media,'twitter,'status,'account,'548904824,'126533012,'liancandra,'Lian Candra,'@imaniarkartika @IndosatCare Percuma juga walo bisa pas mo buka netflix dia cuma muter-muter hilang sinyal 😌,1,1,'http://pbs.twimg.com/profile_images/1018151017664221188/SZMB7MJd_normal.jpg,[],'https://twitter.com/statuses/1068760981734490112,'I chirp therefore I am.,'1068760233856495617,'324151294,,,"[{""id"":""\\""324151294\\"""",""name"":""\\""imaniarkartika\\""""},{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",262,0,0,0,,'Indonesia,'male,[],0,,,,'in,'en,,,,,,,,,,,,,,,,,
3 Indonesia,'10156388472658558_10156390235458558,01/12/2018 14:04,'social_media,'facebook,'comment,'account,'28724388557,,,,'ngapain lu pada inbok admin 3 terus informasikan data percuma gak bakal bener tu sinyal sampe kapan pun juga emang dari lahir provider 3 emang gak niat bikin sinyal jadi mendingan pindah ke tsel walaupun mahal tapi memuaskan dari pada 3 udah murah  tiap hari sinyal dwon mau jadi apa pantek tu sinyal mendingan ngen*ot lebih berfaedah dari pada ngurusin sinyal kayak meki...??,1,1,'https://graph.facebook.com//picture,[],'https://facebook.com/10156388472658558_10156390235458558,,'28724388557_10156388472658558,'28724388557,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068762948296826880,01/12/2018 14:05,'social_media,'twitter,'status,'account,'548904824,'91835927,'Nue_dr,'A_ley,'@IndosatCare tarif baru paket data skrg sdh ga ada youtube unlimited ya min?,1,'http://pbs.twimg.com/profile_images/652870933670039553/clkZUF93_normal.jpg,[],'https://twitter.com/statuses/1068762948296826880,'♥ Allah.SWT ♥ Muhammad SAW | Indonesia sehat | Sakit itu lebih mahal drpd sehat | ☺,,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",16,0,0,0,,'Indonesia Raya Sehat Sentosa,,"[""religious"",""health""]",0,,,,'in,'id,,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068765372961050624,01/12/2018 14:14,'social_media,'twitter,'status,'account,'548904824,'79941541,'junsu_azk,'Adjeng Yamashita,'@IndosatCare ini saya dm atau bagaimana ya? soalnya kalau mention saya takut nanti nomor saya di hack atau bagaimana,1,'http://pbs.twimg.com/profile_images/868025894119514112/B0e7FbWl_normal.jpg,[],'https://twitter.com/statuses/1068765372961050624,'i'm japanese and Korean mania admin of YooSu Forever https://t.co/bGj8ydxpWl,'1068764499702935553,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",176,0,0,0,,'Jakarta / 서울 / トキヨ,,"[""technology"",""politic"",""education"",""game""]",0,,,,'in,'en,,,,,,,,,,,,,,,,,,
myXL Care,'1068766080812822533,01/12/2018 14:17,'social_media,'twitter,'status,'account,'480224156,'728715608221605888,'layla_yukarin,'layla_yukarin,'@myXLCare mo sampe kapan min??????? Habis peningkatan sinyal tambah ambyar jaringan gak konsisten 😠 https://t.co/50NGYjste9,1,'http://pbs.twimg.com/profile_images/901632157847654400/yheI0Z3j_normal.jpg,"[""http://pbs.twimg.com/media/DtUE6CXVAAAVxoc.jpg""]",'https://twitter.com/statuses/1068766080812822533,,,'480224156,,,"[{""id"":""\\""480224156\\"""",""name"":""\\""myXLCare\\""""}]",7,0,0,0,,,,[],0,,,,'in,'en,,,,,,,,,,,,,,,,,,
myXL Care,'1068768398203478016,01/12/2018 14:26,'social_media,'twitter,'status,'account,'480224156,'176655503,'GhinaEkaFithri,'Ghina,'@myXLCare @bagassapt Halo mas udah bisa belum? Nomor saya kayak gitu jg dari pagi ckck,1,1,'http://pbs.twimg.com/profile_images/800663751703703552/QfVY37Rf_normal.jpg,[],'https://twitter.com/statuses/1068768398203478016,,'1068763298194051073,'480224156,,,"[{""id"":""\\""480224156\\"""",""name"":""\\""myXLCare\\""""},{""id"":""\\""933996153477009408\\"""",""name"":""\\""bagassapt\\""""}]",437,0,0,0,,'Jakarta, Indonesia,,[],0,,,,'in,'en,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068769129383976960,01/12/2018 14:29,'social_media,'twitter,'status,'account,'548904824,'59025690,'anamomoy,'Yohana B. N.,'@IndosatCare kyk gni kan sya jd gak brani isi pulsa byk2 pdhal niat sya biar kalo masa pketan udah mau hbis bisa perpjg otomatis,1, tlg ya ini diurus. Blum dipakai aja berkurang pdhal gak dftat apa2 nomor 08562516925,1,'http://pbs.twimg.com/profile_images/847632752216129541/U8tlgtrw_normal.jpg,[],'https://twitter.com/statuses/1068769129383976960,'Admin finance&sales Transvision Sub RO Solo | Owner & Teacher at Yohana's Study Club and Privat,,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",602,0,0,0,,'Samarinda - Solo, IDN,'female,"[""economy"",""education"",""health"",""game"",""marketing""]",0,'Indonesia,'Samarinda,'Kalimantan Timur,'in,'id,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068769868885815297,01/12/2018 14:32,'social_media,'twitter,'status,'account,'548904824,'1978691124,'buavitamangga,'Keke,'@IndosatCare INI INDOSAT KENAPASIH LEMOT BGT SINYAL SEBIJI DOANG LAGI ALLAHUAKBAR,1,'http://pbs.twimg.com/profile_images/1052581116488478720/V7O4Xrpx_normal.jpg,[],'https://twitter.com/statuses/1068769868885815297,'Don’t expect me to be perfect, sometimes I’m the worst person.,,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",633,0,0,0,,'Selective following.,,"[""journalism""]",0,,,,'in,'en,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068770109986983938,01/12/2018 14:33,'social_media,'twitter,'status,'account,'548904824,'59025690,'anamomoy,'Yohana B. N.,'@IndosatCare trus katanya akses app favorit tanpa kuota tp kuota abis kok buat buka wa aja gak bisa bohong bgt paketannya😥😥,1,1,'http://pbs.twimg.com/profile_images/847632752216129541/U8tlgtrw_normal.jpg,[],'https://twitter.com/statuses/1068770109986983938,'Admin finance&sales Transvision Sub RO Solo | Owner & Teacher at Yohana's Study Club and Privat,,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",602,0,0,0,,'Samarinda - Solo, IDN,'female,"[""economy"",""education"",""health"",""game"",""marketing""]",0,'Indonesia,'Samarinda,'Kalimantan Timur,'in,'id,,,,,,,,,,,,,,,,
'Indosat,'1068770480352456704,01/12/2018 14:35,'social_media,'twitter,'status,'keyword,'Indosat,'2653219382,'lelangacc_erpe,'DM? READ RULES!,'La mau convert indosat ke tsel 50k indosat dapet berapa pulsa tsel ? jangan suruh dm ya,1,1,'http://pbs.twimg.com/profile_images/1051482924355186689/Xk2CQc3T_normal.jpg,[],'https://twitter.com/statuses/1068770480352456704,'Base otomatis untuk lelang acc. Mohon baca dan pahami rules terlebih dahulu dan DM dengan format LA untuk menggunakan layanan kami. Support :,,,,,[],21463,0,0,0,,,,"[""culinary"",""education"",""book""]",0,,,,'in,'en,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068770871420960768,01/12/2018 14:36,'social_media,'twitter,'status,'account,'548904824,'289794310,'windywijaya_17,'Windy Wijaya™‎​,'@IndosatCare @Meli82728405 Gak ada FUP tapi dibatesi pemakaian  rata-rata pengguna lainnya jadi sistem akan melakukan pengaturan atau penyesuaian kecepatan internet secara otomatis. Gue juga gini. Ditanya bates rata2 pemakaian berapa gatau,1, mending gausah jadi cs :D https://t.co/8k0hjwoxv8,1,'http://pbs.twimg.com/profile_images/477021873276854272/Y9pG0uAK_normal.png,"[""http://pbs.twimg.com/media/DtUJcIqUwAEga3O.jpg""]",'https://twitter.com/statuses/1068770871420960768,,'1068763992900931584,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""},{""id"":""\\""1058357817915072513\\"""",""name"":""\\""Meli82728405\\""""}]",761,0,0,0,,'Indonesia,'female,[],0,,,,'in,'id,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068771327463444480,01/12/2018 14:38,'social_media,'twitter,'status,'account,'548904824,'221275175,'yenywidia,'yeny widia,'@IndosatCare Setiap malam handphone dimatikan,1, pagi baru dinyalakan, tp setiap hari masih tetap saja dapat notifikasi berpuluh2 kali..,1,'http://pbs.twimg.com/profile_images/839762430003593216/yZh-94Vh_normal.jpg,[],'https://twitter.com/statuses/1068771327463444480,,'1068766222844641280,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",24,0,0,0,,,,[],0,,,,'in,'en,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068771556657004544,01/12/2018 14:39,'social_media,'twitter,'status,'account,'548904824,'4224999373,'elangfps,'Elang the Eagle,'@IndosatCare udah kakak.. tapi masih gak bisa.. terus gimana..? https://t.co/qLP74xonNV,1,'http://pbs.twimg.com/profile_images/887572366846345216/v3F7YnbT_normal.jpg,"[""http://pbs.twimg.com/media/DtUKEGyU4AA19lE.jpg""]",'https://twitter.com/statuses/1068771556657004544,'just an average joe,'1068767691165581313,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",111,0,0,0,,'Indonesia,,[],0,,,,'in,'id,,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068773981795360768,01/12/2018 14:49,'social_media,'twitter,'status,'account,'548904824,'118294607,'son2krecek,'Agustinus Wahyu,'@IndosatCare mohon DM saya dibalas min. Terima kasih,1,'http://pbs.twimg.com/profile_images/617525253745422336/dvXF1K-G_normal.jpg,[],'https://twitter.com/statuses/1068773981795360768,'Love Manchester United, @tyasmaharsi and Rafael Banyu Putra Adyatma,,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",251,0,0,0,,'Indonesia,'male,"[""automotive"",""education"",""sports""]",0,,,,'in,'en,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068778342151647234,01/12/2018 15:06,'social_media,'twitter,'status,'account,'548904824,'954189587009626112,'raka_purbaya121,'Raka Purbaya,'@irwancihuy @IndosatCare Indosat udh bangkrut bang makanya sekarang speed agak lemot lemot gitu lah,1,1,'http://pbs.twimg.com/profile_images/1063322709298315266/GyJoMsG8_normal.jpg,[],'https://twitter.com/statuses/1068778342151647234,'Olahraga Atlit Olahraga Klub Politik & Pemerintahan Politik Politik & Pemerintahan,'1068406763228094464,'78389298,,,"[{""id"":""\\""78389298\\"""",""name"":""\\""irwancihuy\\""""},{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",3,0,0,0,,'Majalaya, Indonesia,'male,"[""automotive"",""politic"",""sports""]",0,,,,'in,'id,,,,,,,,,,,,,,,,
Smartfren,'10156540878234457_10156541413559457,01/12/2018 15:08,'social_media,'facebook,'comment,'account,'353630519456,,,,'Admin pakai indihome.karna adminnya tau kalau smartfren itu lelet,1,'https://graph.facebook.com//picture,[],'https://facebook.com/10156540878234457_10156541413559457,,'353630519456_10156540878234457,'353630519456,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,,,,,,,,,,,,
